,agent.age,agent.agent_name,agent.experience,agent.gender,answer.friendly,scenario.condition,scenario.message
217,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
218,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
219,40,Agent_9,just learned how to use Whatsapp,woman,2,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
220,40,Agent_9,just learned how to use Whatsapp,woman,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
221,40,Agent_9,just learned how to use Whatsapp,woman,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
222,40,Agent_9,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
223,40,Agent_9,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
224,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed without emojis,"Kim, don't forget to take out the trash."
225,40,Agent_9,just learned how to use Whatsapp,woman,2,annoyed without emojis,"Kim, don't forget to take out the trash."
226,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
227,40,Agent_9,just learned how to use Whatsapp,woman,3,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
228,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
229,40,Agent_9,just learned how to use Whatsapp,woman,3,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
230,40,Agent_9,just learned how to use Whatsapp,woman,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
231,40,Agent_9,just learned how to use Whatsapp,woman,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
232,40,Agent_9,just learned how to use Whatsapp,woman,2,annoyed without emojis,"Kim, remember to water the plants."
233,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed without emojis,"Kim, remember to water the plants."
234,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
235,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
236,40,Agent_9,just learned how to use Whatsapp,woman,2,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
237,40,Agent_9,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
238,40,Agent_9,just learned how to use Whatsapp,woman,4,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
239,40,Agent_9,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
240,40,Agent_9,just learned how to use Whatsapp,woman,1,annoyed without emojis,"Kim, don't forget to wash the dishes."
241,40,Agent_9,just learned how to use Whatsapp,woman,2,annoyed without emojis,"Kim, don't forget to wash the dishes."
242,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
243,40,Agent_9,just learned how to use Whatsapp,woman,2,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
244,40,Agent_9,just learned how to use Whatsapp,woman,4,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
245,40,Agent_9,just learned how to use Whatsapp,woman,2,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
246,40,Agent_9,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
247,40,Agent_9,just learned how to use Whatsapp,woman,1,annoyed without emojis,"Kim, don't forget to vacuum the living room."
248,40,Agent_9,just learned how to use Whatsapp,woman,5,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
249,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed without emojis,"Kim, don't forget to vacuum the living room."
250,40,Agent_9,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
251,40,Agent_9,just learned how to use Whatsapp,woman,2,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
252,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
253,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
254,40,Agent_3,loves texting and knows all the emojis.,man,5,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
255,40,Agent_3,loves texting and knows all the emojis.,man,5,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
256,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
257,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
258,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
259,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
260,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
261,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
262,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
263,40,Agent_3,loves texting and knows all the emojis.,man,5,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
264,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed without emojis,"Kim, don't forget to take out the trash."
265,40,Agent_3,loves texting and knows all the emojis.,man,3,annoyed without emojis,"Kim, don't forget to take out the trash."
266,40,Agent_3,loves texting and knows all the emojis.,man,4,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
267,40,Agent_3,loves texting and knows all the emojis.,man,3,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
268,40,Agent_3,loves texting and knows all the emojis.,man,4,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
269,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
270,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
271,40,Agent_3,loves texting and knows all the emojis.,man,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
272,40,Agent_3,loves texting and knows all the emojis.,man,3,annoyed without emojis,"Kim, remember to water the plants."
273,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed without emojis,"Kim, remember to water the plants."
274,40,Agent_3,loves texting and knows all the emojis.,man,3,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
275,40,Agent_3,loves texting and knows all the emojis.,man,4,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
276,40,Agent_3,loves texting and knows all the emojis.,man,3,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
277,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
278,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
279,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
280,40,Agent_3,loves texting and knows all the emojis.,man,3,annoyed without emojis,"Kim, don't forget to wash the dishes."
281,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed without emojis,"Kim, don't forget to wash the dishes."
282,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
283,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
284,40,Agent_3,loves texting and knows all the emojis.,man,3,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
285,40,Agent_3,loves texting and knows all the emojis.,man,3,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
286,40,Agent_3,loves texting and knows all the emojis.,man,4,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
287,40,Agent_3,loves texting and knows all the emojis.,man,3,annoyed without emojis,"Kim, don't forget to vacuum the living room."
288,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed without emojis,"Kim, don't forget to vacuum the living room."
289,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
290,40,Agent_3,loves texting and knows all the emojis.,man,2,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
291,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
292,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
293,40,Agent_10,loves texting and knows all the emojis.,woman,3,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
294,40,Agent_10,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
295,40,Agent_10,loves texting and knows all the emojis.,woman,2,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
296,40,Agent_10,loves texting and knows all the emojis.,woman,2,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
297,40,Agent_10,loves texting and knows all the emojis.,woman,2,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
298,40,Agent_10,loves texting and knows all the emojis.,woman,1,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
299,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
300,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
301,40,Agent_10,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
302,40,Agent_10,loves texting and knows all the emojis.,woman,3,annoyed without emojis,"Kim, don't forget to take out the trash."
303,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
304,40,Agent_10,loves texting and knows all the emojis.,woman,3,annoyed without emojis,"Kim, don't forget to take out the trash."
305,40,Agent_10,loves texting and knows all the emojis.,woman,2,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
306,40,Agent_10,loves texting and knows all the emojis.,woman,4,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
307,40,Agent_10,loves texting and knows all the emojis.,woman,3,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
308,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
309,40,Agent_10,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
310,40,Agent_10,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
311,40,Agent_10,loves texting and knows all the emojis.,woman,2,annoyed without emojis,"Kim, remember to water the plants."
312,40,Agent_10,loves texting and knows all the emojis.,woman,2,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
313,40,Agent_10,loves texting and knows all the emojis.,woman,3,annoyed without emojis,"Kim, remember to water the plants."
314,40,Agent_10,loves texting and knows all the emojis.,woman,2,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
315,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
316,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
317,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
318,40,Agent_10,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
319,40,Agent_10,loves texting and knows all the emojis.,woman,2,annoyed without emojis,"Kim, don't forget to wash the dishes."
320,40,Agent_10,loves texting and knows all the emojis.,woman,3,annoyed without emojis,"Kim, don't forget to wash the dishes."
321,40,Agent_10,loves texting and knows all the emojis.,woman,2,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
322,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
323,40,Agent_10,loves texting and knows all the emojis.,woman,3,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
324,40,Agent_10,loves texting and knows all the emojis.,woman,3,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
325,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
326,40,Agent_10,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
327,40,Agent_10,loves texting and knows all the emojis.,woman,1,annoyed without emojis,"Kim, don't forget to vacuum the living room."
328,40,Agent_10,loves texting and knows all the emojis.,woman,1,annoyed without emojis,"Kim, don't forget to vacuum the living room."
329,40,Agent_10,loves texting and knows all the emojis.,woman,4,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
330,40,Agent_10,loves texting and knows all the emojis.,woman,4,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
331,60,Agent_11,just learned how to use Whatsapp,man,3,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
332,60,Agent_11,just learned how to use Whatsapp,man,5,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
333,60,Agent_11,just learned how to use Whatsapp,man,3,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
334,60,Agent_11,just learned how to use Whatsapp,man,5,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
335,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
336,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
337,60,Agent_11,just learned how to use Whatsapp,man,2,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
338,60,Agent_11,just learned how to use Whatsapp,man,2,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
339,60,Agent_11,just learned how to use Whatsapp,man,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
340,60,Agent_11,just learned how to use Whatsapp,man,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
341,60,Agent_11,just learned how to use Whatsapp,man,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
342,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed without emojis,"Kim, don't forget to take out the trash."
343,60,Agent_11,just learned how to use Whatsapp,man,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
344,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed without emojis,"Kim, don't forget to take out the trash."
345,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
346,60,Agent_11,just learned how to use Whatsapp,man,2,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
347,60,Agent_11,just learned how to use Whatsapp,man,3,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
348,60,Agent_11,just learned how to use Whatsapp,man,3,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
349,60,Agent_11,just learned how to use Whatsapp,man,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
350,60,Agent_11,just learned how to use Whatsapp,man,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
351,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed without emojis,"Kim, remember to water the plants."
352,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
353,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed without emojis,"Kim, remember to water the plants."
354,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
355,60,Agent_11,just learned how to use Whatsapp,man,3,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
356,60,Agent_11,just learned how to use Whatsapp,man,4,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
357,60,Agent_11,just learned how to use Whatsapp,man,5,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
358,60,Agent_11,just learned how to use Whatsapp,man,5,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
359,60,Agent_11,just learned how to use Whatsapp,man,1,annoyed without emojis,"Kim, don't forget to wash the dishes."
360,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed without emojis,"Kim, don't forget to wash the dishes."
361,60,Agent_11,just learned how to use Whatsapp,man,2,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
362,60,Agent_11,just learned how to use Whatsapp,man,3,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
363,60,Agent_11,just learned how to use Whatsapp,man,3,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
364,60,Agent_11,just learned how to use Whatsapp,man,3,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
365,60,Agent_11,just learned how to use Whatsapp,man,4,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
366,60,Agent_11,just learned how to use Whatsapp,man,5,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
367,60,Agent_11,just learned how to use Whatsapp,man,2,annoyed without emojis,"Kim, don't forget to vacuum the living room."
368,60,Agent_11,just learned how to use Whatsapp,man,1,annoyed without emojis,"Kim, don't forget to vacuum the living room."
369,60,Agent_11,just learned how to use Whatsapp,man,2,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
370,60,Agent_11,just learned how to use Whatsapp,man,2,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
371,60,Agent_4,just learned how to use Whatsapp,woman,3,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
372,60,Agent_4,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
373,60,Agent_4,just learned how to use Whatsapp,woman,3,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
374,60,Agent_4,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
375,60,Agent_4,just learned how to use Whatsapp,woman,3,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
376,60,Agent_4,just learned how to use Whatsapp,woman,2,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
377,60,Agent_4,just learned how to use Whatsapp,woman,2,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
378,60,Agent_4,just learned how to use Whatsapp,woman,2,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
379,60,Agent_4,just learned how to use Whatsapp,woman,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
380,60,Agent_4,just learned how to use Whatsapp,woman,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
381,60,Agent_4,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
382,60,Agent_4,just learned how to use Whatsapp,woman,3,annoyed without emojis,"Kim, don't forget to take out the trash."
383,60,Agent_4,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
384,60,Agent_4,just learned how to use Whatsapp,woman,2,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
385,60,Agent_4,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
386,60,Agent_4,just learned how to use Whatsapp,woman,3,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
387,60,Agent_4,just learned how to use Whatsapp,woman,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
388,60,Agent_4,just learned how to use Whatsapp,woman,3,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
389,60,Agent_4,just learned how to use Whatsapp,woman,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
390,60,Agent_4,just learned how to use Whatsapp,woman,3,annoyed without emojis,"Kim, remember to water the plants."
391,60,Agent_4,just learned how to use Whatsapp,woman,2,annoyed without emojis,"Kim, remember to water the plants."
392,60,Agent_4,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
393,60,Agent_4,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
394,60,Agent_4,just learned how to use Whatsapp,woman,3,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
395,60,Agent_4,just learned how to use Whatsapp,woman,3,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
396,60,Agent_4,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
397,60,Agent_4,just learned how to use Whatsapp,woman,1,annoyed without emojis,"Kim, don't forget to wash the dishes."
398,60,Agent_4,just learned how to use Whatsapp,woman,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
399,60,Agent_4,just learned how to use Whatsapp,woman,2,annoyed without emojis,"Kim, don't forget to wash the dishes."
400,60,Agent_4,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
401,60,Agent_4,just learned how to use Whatsapp,woman,2,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
402,60,Agent_4,just learned how to use Whatsapp,woman,2,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
403,60,Agent_4,just learned how to use Whatsapp,woman,3,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
404,60,Agent_4,just learned how to use Whatsapp,woman,5,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
405,60,Agent_4,just learned how to use Whatsapp,woman,5,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
406,60,Agent_4,just learned how to use Whatsapp,woman,2,annoyed without emojis,"Kim, don't forget to vacuum the living room."
407,60,Agent_4,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
408,60,Agent_4,just learned how to use Whatsapp,woman,2,annoyed without emojis,"Kim, don't forget to vacuum the living room."
409,60,Agent_4,just learned how to use Whatsapp,woman,3,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
410,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
411,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
412,60,Agent_6,loves texting and knows all the emojis.,man,5,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
413,60,Agent_6,loves texting and knows all the emojis.,man,5,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
414,60,Agent_6,loves texting and knows all the emojis.,man,2,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
415,60,Agent_6,loves texting and knows all the emojis.,man,3,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
416,60,Agent_6,loves texting and knows all the emojis.,man,1,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
417,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
418,60,Agent_6,loves texting and knows all the emojis.,man,1,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
419,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
420,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
421,60,Agent_6,loves texting and knows all the emojis.,man,5,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
422,60,Agent_6,loves texting and knows all the emojis.,man,3,annoyed without emojis,"Kim, don't forget to take out the trash."
423,60,Agent_6,loves texting and knows all the emojis.,man,2,annoyed without emojis,"Kim, don't forget to take out the trash."
424,60,Agent_6,loves texting and knows all the emojis.,man,4,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
425,60,Agent_6,loves texting and knows all the emojis.,man,4,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
426,60,Agent_6,loves texting and knows all the emojis.,man,3,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
427,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
428,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
429,60,Agent_6,loves texting and knows all the emojis.,man,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
430,60,Agent_6,loves texting and knows all the emojis.,man,3,annoyed without emojis,"Kim, remember to water the plants."
431,60,Agent_6,loves texting and knows all the emojis.,man,2,annoyed without emojis,"Kim, remember to water the plants."
432,60,Agent_6,loves texting and knows all the emojis.,man,3,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
433,60,Agent_6,loves texting and knows all the emojis.,man,4,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
434,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
